model,spec_z,pred_z,dz,dz_norm,abs_dz_norm
median_redshift_baseline,0.1288837,0.1209818,-0.00790189999999999,-0.006999746740961881,0.006999746740961881
median_redshift_baseline,0.04520065,0.1209818,0.07578114999999999,0.07250392544244973,0.07250392544244973
median_redshift_baseline,0.1587622,0.1209818,-0.03778039999999999,-0.03260410116933396,0.03260410116933396
median_redshift_baseline,0.109027,0.1209818,0.011954800000000002,0.010779539181643009,0.010779539181643009
median_redshift_baseline,0.1597615,0.1209818,-0.0387797,-0.033437650758367125,0.033437650758367125
median_redshift_baseline,0.1161404,0.1209818,0.004841399999999996,0.004337626341632286,0.004337626341632286
median_redshift_baseline,0.07119448,0.1209818,0.049787319999999996,0.04647832016460727,0.04647832016460727
median_redshift_baseline,0.2509693,0.1209818,-0.1299875,-0.10390942447588443,0.10390942447588443
median_redshift_baseline,0.07470185,0.1209818,0.04627995,0.04306305976862327,0.04306305976862327
median_redshift_baseline,0.1471128,0.1209818,-0.026130999999999988,-0.02277979985926405,0.02277979985926405
median_redshift_baseline,0.0476853,0.1209818,0.0732965,0.06996041654874799,0.06996041654874799
median_redshift_baseline,0.1289954,0.1209818,-0.00801360000000001,-0.00709799171900967,0.00709799171900967
median_redshift_baseline,0.231731,0.1209818,-0.11074919999999999,-0.0899134632480631,0.0899134632480631
median_redshift_baseline,0.1993992,0.1209818,-0.0784174,-0.06538056720398013,0.06538056720398013
median_redshift_baseline,0.06165579,0.1209818,0.05932601,0.055880644705003674,0.055880644705003674
median_redshift_baseline,0.03534801,0.1209818,0.08563379,0.08271015076370311,0.08271015076370311
median_redshift_baseline,0.129861,0.1209818,-0.008879200000000004,-0.007858665800483425,0.007858665800483425
median_redshift_baseline,0.04555168,0.1209818,0.07543012,0.07214384658633038,0.07214384658633038
median_redshift_baseline,0.159372,0.1209818,-0.03839020000000001,-0.033112926653395124,0.033112926653395124
median_redshift_baseline,0.09218491,0.1209818,0.028796890000000006,0.026366313740774906,0.026366313740774906
